name,rating,rating_norm,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
Lobos,4.5,0.7211120136822641,$$ - $$$,False,51.50558,-0.089181,False,False,876,16.0,29.0,75.0,233.0,523.0,0.0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Breakfast Club,4.0,-0.32814924561338926,$$ - $$$,False,51.518414,-0.078734,False,False,1317,70.0,87.0,136.0,394.0,630.0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Paladar,5.0,1.7703732729779174,$$ - $$$,False,51.498173,-0.104317,True,True,1242,8.0,21.0,44.0,84.0,1086.0,0.0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Las Iguanas,4.0,-0.32814924561338926,$$ - $$$,False,51.505573,-0.117588,False,False,2714,165.0,159.0,286.0,639.0,1465.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Ave Mario,4.0,-0.32814924561338926,$$ - $$$,False,51.51089,-0.123961,False,False,1142,112.0,103.0,132.0,138.0,656.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Harry's Victoria,4.5,0.7211120136822641,$$ - $$$,False,51.495934,-0.14585,False,False,86,8.0,4.0,8.0,4.0,62.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Granary Square Brasserie,4.0,-0.32814924561338926,$$ - $$$,False,51.535767,-0.125768,False,False,1245,111.0,114.0,163.0,243.0,614.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
Hera Restaurant,5.0,1.7703732729779174,$$ - $$$,False,51.542446,-0.012019,False,False,112,1.0,2.0,0.0,4.0,105.0,0.0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Red Lion,4.5,0.7211120136822641,$$ - $$$,True,51.51884,-0.085982,False,False,89,5.0,0.0,12.0,15.0,57.0,0.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0
Chimichurris,5.0,1.7703732729779174,$$ - $$$,True,51.50062,-0.09897,False,True,187,1.0,1.0,6.0,23.0,156.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Cafe de Provence,5.0,1.7703732729779174,$,False,51.515778,-0.12385,False,False,566,7.0,1.0,10.0,33.0,516.0,0.0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Casa do Frango London Bridge,4.0,-0.32814924561338926,$$ - $$$,False,51.50489,-0.092748,False,False,595,35.0,50.0,53.0,121.0,336.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Strada Southbank,4.0,-0.32814924561338926,$$ - $$$,False,51.505886,-0.117366,False,False,1655,101.0,122.0,238.0,451.0,745.0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Da Mario Kensington,4.5,0.7211120136822641,$$ - $$$,False,51.49871,-0.183549,False,False,1785,84.0,53.0,129.0,443.0,1076.0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0
Mimos Cafe Bar,4.5,0.7211120136822641,$,False,51.515167,-0.173922,True,False,1006,26.0,33.0,72.0,347.0,528.0,0.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
The Rosebery,4.5,0.7211120136822641,$$$$,False,51.502182,-0.15955,False,False,437,8.0,22.0,30.0,54.0,323.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0
"The Flask, Hampstead",4.5,0.7211120136822641,$$ - $$$,False,51.55663,-0.177331,False,False,566,24.0,28.0,48.0,148.0,318.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
The Breakfast Club,4.0,-0.32814924561338926,$$ - $$$,False,51.50461,-0.091346,True,False,1155,78.0,80.0,147.0,336.0,514.0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
Bread Street Kitchen & Bar - Southwark,4.0,-0.32814924561338926,$$ - $$$,False,51.503544,-0.101269,False,False,1645,93.0,151.0,247.0,409.0,745.0,0.0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Amalfi Ristorante,4.0,-0.32814924561338926,$$ - $$$,False,51.514812,-0.141114,False,False,265,25.0,20.0,20.0,29.0,171.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Mihbaj,4.5,0.7211120136822641,$$ - $$$,False,51.51616,-0.174384,False,False,281,6.0,4.0,9.0,51.0,211.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
Bubala,4.5,0.7211120136822641,$$ - $$$,False,51.51785,-0.074139,False,False,166,7.0,7.0,12.0,23.0,117.0,1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Yatri Indian Restaurant Euston,4.5,0.7211120136822641,$$ - $$$,False,51.528503,-0.12902,True,False,252,12.0,5.0,14.0,27.0,194.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Hobson's Fish & Chips Charing Cross,4.5,0.7211120136822641,$$ - $$$,False,51.50836,-0.124132,True,False,271,10.0,7.0,8.0,44.0,202.0,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
Bengal Village - Best of Brick Lane,5.0,1.7703732729779174,$$ - $$$,False,51.520134,-0.071935,False,True,2514,62.0,39.0,61.0,135.0,2219.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
Hot Stone,4.5,0.7211120136822641,$$ - $$$,True,51.53349,-0.110245,False,False,994,50.0,27.0,53.0,170.0,694.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
Bancone Covent Garden,4.5,0.7211120136822641,$$ - $$$,False,51.50956,-0.126409,False,False,737,30.0,39.0,80.0,128.0,460.0,0.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Boulevard Brasserie,4.5,0.7211120136822641,$$ - $$$,False,51.512455,-0.121057,False,False,2592,57.0,89.0,249.0,795.0,1402.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Mildreds Camden,4.5,0.7211120136822641,$$ - $$$,False,51.540405,-0.145033,True,False,925,25.0,22.0,67.0,188.0,623.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0
The Coral Room,4.5,0.7211120136822641,$$ - $$$,False,51.517376,-0.129118,False,False,420,11.0,11.0,24.0,44.0,330.0,0.0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Leicester Square Kitchen,4.5,0.7211120136822641,$$$$,False,51.509975,-0.129723,False,False,2467,25.0,29.0,66.0,315.0,2032.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Clos Maggiore,4.5,0.7211120136822641,$$$$,False,51.511635,-0.124726,False,True,4381,128.0,107.0,284.0,683.0,3181.0,1.0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Heliot Steak House,4.5,0.7211120136822641,$$ - $$$,False,51.511387,-0.128762,False,True,2324,41.0,53.0,108.0,431.0,1692.0,0.0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1
Stone & Grill,4.0,-0.32814924561338926,$$ - $$$,False,51.49361,-0.141391,False,False,575,33.0,27.0,57.0,150.0,308.0,0.0,5,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Arabica Borough Market,4.0,-0.32814924561338926,$$ - $$$,False,51.505676,-0.091148,True,False,1021,52.0,63.0,119.0,305.0,482.0,0.0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0
Darcie & May Green,4.0,-0.32814924561338926,$$ - $$$,False,51.5188,-0.178083,False,False,397,30.0,24.0,30.0,60.0,253.0,0.0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Harry's Dolce Vita Knightsbridge,4.0,-0.32814924561338926,$$ - $$$,False,51.498566,-0.161951,False,False,662,74.0,61.0,68.0,117.0,342.0,0.0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0
Zeret Kitchen,5.0,1.7703732729779174,$$ - $$$,False,51.478695,-0.094427,False,False,699,4.0,5.0,11.0,85.0,594.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0
Bill's Soho Restaurant,4.5,0.7211120136822641,$$ - $$$,False,51.51186,-0.135104,False,False,2943,83.0,95.0,248.0,942.0,1578.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
Market Brasserie,4.5,0.7211120136822641,$$ - $$$,False,51.503345,-0.000325,False,False,189,3.0,6.0,12.0,39.0,129.0,0.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
Mildreds Soho,4.5,0.7211120136822641,$$ - $$$,False,51.513046,-0.136365,True,False,2819,70.0,118.0,244.0,695.0,1692.0,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
Museum Tavern,4.0,-0.32814924561338926,$$ - $$$,True,51.518196,-0.12588,False,False,1077,35.0,23.0,97.0,425.0,497.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0
The Cheese Barge,4.5,0.7211120136822641,$$ - $$$,False,51.519222,-0.179096,False,False,131,6.0,4.0,16.0,28.0,77.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Bocconcino Mayfair,3.5,-1.3774105049090426,$$ - $$$,False,51.508865,-0.143599,False,False,760,79.0,76.0,117.0,175.0,318.0,0.0,7,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Bubala Soho,4.5,0.7211120136822641,$$ - $$$,False,51.514763,-0.137023,False,False,26,0.0,2.0,0.0,4.0,20.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Barrafina Drury Lane,4.5,0.7211120136822641,$$ - $$$,False,51.51438,-0.121806,False,False,494,24.0,20.0,28.0,88.0,336.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Yi-Ban,3.5,-1.3774105049090426,$$ - $$$,False,51.50775,0.041886,False,False,746,92.0,62.0,111.0,235.0,246.0,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
Fazenda Rodizio Bar & Grill Bishopsgate,4.0,-0.32814924561338926,$$$$,False,51.51543,-0.080496,False,False,69,7.0,3.0,5.0,8.0,46.0,0.0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
Blacklock Soho,4.5,0.7211120136822641,$$ - $$$,False,51.51174,-0.134694,False,False,2033,33.0,41.0,100.0,329.0,1530.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
El Rancho De Lalo,4.5,0.7211120136822641,$,False,51.4622,-0.11166,False,False,160,3.0,5.0,10.0,34.0,108.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Mosaic,5.0,1.7703732729779174,$$ - $$$,False,51.51097,-0.095245,False,False,112,0.0,1.0,0.0,5.0,106.0,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
Cottons,4.0,-0.32814924561338926,$$ - $$$,False,51.543175,-0.149637,False,False,528,67.0,38.0,38.0,103.0,282.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
ROKA Canary Wharf,4.5,0.7211120136822641,$$$$,False,51.504887,-0.018824,False,False,1364,42.0,55.0,100.0,388.0,779.0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0
The Rose,4.0,-0.32814924561338926,$$ - $$$,False,51.489845,-0.122722,False,False,604,32.0,35.0,85.0,223.0,229.0,0.0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Mayflower Pub,4.5,0.7211120136822641,$$ - $$$,False,51.501793,-0.053592,False,False,1189,37.0,30.0,93.0,388.0,641.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
La Tagliata - Italian Kitchen ,4.5,0.7211120136822641,$$ - $$$,False,51.517887,-0.077518,True,False,379,9.0,11.0,26.0,98.0,235.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0
The Wilmington,4.5,0.7211120136822641,$$ - $$$,False,51.526096,-0.110187,False,False,869,18.0,8.0,48.0,174.0,621.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
Franco Manca,5.0,1.7703732729779174,$$ - $$$,False,51.502563,-0.108321,True,False,242,3.0,4.0,7.0,22.0,206.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Roti King,4.0,-0.32814924561338926,$,False,51.528934,-0.132074,False,False,828,67.0,41.0,76.0,258.0,386.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
Sael London,4.5,0.7211120136822641,$$ - $$$,False,51.50888,-0.133393,False,False,28,0.0,1.0,7.0,3.0,17.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Noble Rot,4.0,-0.32814924561338926,$$ - $$$,False,51.521873,-0.118691,False,False,420,18.0,13.0,47.0,121.0,221.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
Jamon Jamon Soho,4.5,0.7211120136822641,$$ - $$$,False,51.513885,-0.129152,False,True,1809,89.0,76.0,156.0,377.0,1111.0,0.0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Il Posto,4.0,-0.32814924561338926,$$ - $$$,False,51.49567,-0.142041,True,False,1409,60.0,68.0,121.0,397.0,763.0,0.0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
The Harwood Arms,4.5,0.7211120136822641,$$ - $$$,False,51.482887,-0.196457,False,False,1203,34.0,48.0,130.0,275.0,716.0,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0
Oita Soho,4.5,0.7211120136822641,$$ - $$$,False,51.512093,-0.12996,True,False,53,4.0,1.0,3.0,8.0,38.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
Wahaca Covent Garden,4.5,0.7211120136822641,$$ - $$$,False,51.5103,-0.124559,False,False,2658,68.0,90.0,236.0,853.0,1411.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Lord Wargrave,4.5,0.7211120136822641,$$ - $$$,False,51.518105,-0.165795,True,False,707,36.0,12.0,29.0,157.0,474.0,0.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Sarastro Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.51371,-0.119884,False,False,2687,162.0,148.0,304.0,700.0,1374.0,0.0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Oriole Bar,4.5,0.7211120136822641,$$ - $$$,False,51.512623,-0.126429,False,False,281,10.0,11.0,13.0,41.0,206.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1
Franco's,4.5,0.7211120136822641,$$$$,False,51.507507,-0.139662,False,True,818,24.0,32.0,88.0,243.0,431.0,1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
"The Victoria, Paddington",4.5,0.7211120136822641,$$ - $$$,False,51.513474,-0.171258,False,False,1266,16.0,20.0,59.0,356.0,817.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0
Garrick Arms,4.0,-0.32814924561338926,$$ - $$$,True,51.510338,-0.128199,False,False,597,45.0,31.0,68.0,150.0,303.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1
Masons Arms,4.5,0.7211120136822641,$,True,51.512768,-0.142501,False,False,175,3.0,3.0,4.0,28.0,137.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Locale,4.5,0.7211120136822641,$$ - $$$,False,51.50164,-0.117969,False,False,4141,103.0,128.0,332.0,1057.0,2521.0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Giovanni's,4.0,-0.32814924561338926,$$ - $$$,False,51.5111,-0.126027,False,False,902,96.0,62.0,65.0,117.0,562.0,0.0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Flat Iron Tottenham Court Road,4.5,0.7211120136822641,$$ - $$$,False,51.51515,-0.129594,False,False,1963,23.0,27.0,62.0,469.0,1382.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
Savoy Grill,4.0,-0.32814924561338926,$$$$,False,51.510593,-0.120553,False,False,6515,250.0,431.0,873.0,1303.0,3658.0,1.0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1
ROVI,4.5,0.7211120136822641,$$ - $$$,False,51.517628,-0.138656,False,False,591,14.0,34.0,71.0,122.0,350.0,0.0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
New Loon Fung,4.0,-0.32814924561338926,$$ - $$$,False,51.511917,-0.130379,False,False,671,50.0,38.0,72.0,249.0,262.0,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Tamarind Kitchen,4.5,0.7211120136822641,$$ - $$$,False,51.514717,-0.135005,False,False,607,21.0,29.0,50.0,123.0,384.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Satay House,4.0,-0.32814924561338926,$$ - $$$,False,51.517666,-0.169394,True,False,568,15.0,27.0,65.0,220.0,242.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Bill's Greenwich Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.480717,-0.009096,False,False,957,67.0,85.0,106.0,220.0,480.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0
Flat Iron Covent Garden,4.5,0.7211120136822641,$$ - $$$,False,51.510834,-0.124079,False,False,3902,72.0,75.0,188.0,809.0,2759.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
Claridge's Restaurant,4.5,0.7211120136822641,$$$$,False,51.512455,-0.148023,False,False,50,0.0,2.0,5.0,5.0,38.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Bokan 37 Restaurant,4.5,0.7211120136822641,$$$$,False,51.501244,-0.023363,False,False,1036,48.0,50.0,66.0,137.0,735.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
Tozi Restaurant & Bar,4.5,0.7211120136822641,$$ - $$$,False,51.494053,-0.141338,False,False,2024,30.0,49.0,118.0,523.0,1304.0,0.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Flat Iron Kensington,4.5,0.7211120136822641,$$ - $$$,False,51.501724,-0.189722,False,False,66,2.0,3.0,5.0,6.0,51.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
Gold,4.0,-0.32814924561338926,$$ - $$$,False,51.512978,-0.202579,False,False,170,8.0,9.0,25.0,24.0,104.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Riverside Cafe,4.5,0.7211120136822641,$,False,51.495026,-0.121095,False,False,265,7.0,6.0,6.0,40.0,206.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Hard Rock Cafe London Piccadilly Circus,5.0,1.7703732729779174,$$ - $$$,False,51.509956,-0.133717,True,False,4523,55.0,58.0,115.0,370.0,3929.0,0.0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
Fishcotheque,4.5,0.7211120136822641,$,False,51.503918,-0.111721,False,False,2672,51.0,37.0,96.0,435.0,2054.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
